Operation_Type,Operation,Input_Shapes,Predicted_result,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(1408, 256), (256, 128)]",3580,matmul_linear_267,3.9622856000000004,90251.89184747307
matmul,linear,"[(1536, 256), (256, 128)]",3836,matmul_linear_268,4.197125,91295.89600023825
matmul,linear,"[(1664, 256), (256, 128)]",4092,matmul_linear_269,4.3845536,93227.63089040581
matmul,linear,"[(1792, 256), (256, 128)]",4348,matmul_linear_270,4.6084195999999995,94249.04755634666
matmul,linear,"[(1920, 256), (256, 128)]",4604,matmul_linear_271,4.857964400000001,94672.20541179756
matmul,linear,"[(2048, 256), (256, 128)]",4860,matmul_linear_272,5.0970001,95250.20413281924
matmul,linear,"[(128, 256), (256, 256)]",1276,matmul_linear_273,1.7325982,73546.61927964602
matmul,linear,"[(256, 256), (256, 256)]",2552,matmul_linear_274,2.2488481999999994,113380.31405587983
matmul,linear,"[(384, 256), (256, 256)]",3064,matmul_linear_275,2.7003037999999995,113368.71414986717
matmul,linear,"[(512, 256), (256, 256)]",3576,matmul_linear_276,3.1651339999999997,112880.99859279262
matmul,linear,"[(640, 256), (256, 256)]",4088,matmul_linear_277,3.6629909999999994,111502.78581083055
matmul,linear,"[(768, 256), (256, 256)]",4600,matmul_linear_278,4.1631428,110393.44740228464
matmul,linear,"[(896, 256), (256, 256)]",5112,matmul_linear_279,4.587999900000001,111321.10094640584
matmul,linear,"[(1024, 256), (256, 256)]",5624,matmul_linear_280,5.0497235,111272.43455012933
matmul,linear,"[(1152, 256), (256, 256)]",6136,matmul_linear_281,5.5735535,109991.34477672099
matmul,linear,"[(1280, 256), (256, 256)]",6648,matmul_linear_282,5.9965357,110764.01103223649
matmul,linear,"[(1408, 256), (256, 256)]",7160,matmul_linear_283,6.4359999000000006,111149.22484849633
matmul,linear,"[(1536, 256), (256, 256)]",7672,matmul_linear_284,6.9728572,109926.63298482577
matmul,linear,"[(1664, 256), (256, 256)]",8184,matmul_linear_285,7.327419699999998,111590.06737801578
matmul,linear,"[(1792, 256), (256, 256)]",8696,matmul_linear_286,7.7304194,112390.66253766257
matmul,linear,"[(1920, 256), (256, 256)]",9208,matmul_linear_287,8.2398393,111649.75220693927
matmul,linear,"[(2048, 256), (256, 256)]",9720,matmul_linear_288,8.6217144,112638.59871767499
matmul,linear,"[(128, 256), (256, 384)]",1532,matmul_linear_289,1.7174194,89103.60396534475
matmul,linear,"[(256, 256), (256, 384)]",3064,matmul_linear_290,2.4525536,124831.01068209071
matmul,linear,"[(384, 256), (256, 384)]",4596,matmul_linear_291,3.4745893000000003,132174.6259536343
matmul,linear,"[(512, 256), (256, 384)]",5364,matmul_linear_292,3.8759642,138291.37110709122
matmul,linear,"[(640, 256), (256, 384)]",6132,matmul_linear_293,4.2486874,144226.92788836383
matmul,linear,"[(768, 256), (256, 384)]",6900,matmul_linear_294,4.7702592,144546.22802886687
matmul,linear,"[(896, 256), (256, 384)]",7668,matmul_linear_295,5.157589199999999,148574.11309144204
matmul,linear,"[(1024, 256), (256, 384)]",8436,matmul_linear_296,5.6256962999999995,149854.7709320889
matmul,linear,"[(1152, 256), (256, 384)]",9204,matmul_linear_297,6.441312300000002,142790.1374646902
matmul,linear,"[(1280, 256), (256, 384)]",9972,matmul_linear_298,6.8681518,145091.8986414948
matmul,linear,"[(1408, 256), (256, 384)]",10740,matmul_linear_299,7.2654197,147723.531791288
matmul,linear,"[(1536, 256), (256, 384)]",11508,matmul_linear_300,7.6088661,151144.61186141783
matmul,linear,"[(1664, 256), (256, 384)]",12276,matmul_linear_301,8.0574553,152255.79401849114
matmul,linear,"[(1792, 256), (256, 384)]",13044,matmul_linear_302,8.4452946,154352.87130658532
matmul,linear,"[(1920, 256), (256, 384)]",13812,matmul_linear_303,8.849428699999999,155977.87200997508
matmul,linear,"[(2048, 256), (256, 384)]",14580,matmul_linear_304,9.280589299999999,157002.09264405226
matmul,linear,"[(128, 256), (256, 512)]",1788,matmul_linear_305,2.3087323,77345.09833383455
matmul,linear,"[(256, 256), (256, 512)]",3576,matmul_linear_306,2.6866249000000004,133003.80619192502
matmul,linear,"[(384, 256), (256, 512)]",5364,matmul_linear_307,3.3134021,161787.98817988316
matmul,linear,"[(512, 256), (256, 512)]",7152,matmul_linear_308,4.3594644,163956.8506534885
matmul,linear,"[(640, 256), (256, 512)]",8176,matmul_linear_309,5.0232676,162662.58107372184
matmul,linear,"[(768, 256), (256, 512)]",9200,matmul_linear_310,5.7494195999999995,159916.15189122743
matmul,linear,"[(896, 256), (256, 512)]",10224,matmul_linear_311,6.4577322,158221.8331661384
matmul,linear,"[(1024, 256), (256, 512)]",11248,matmul_linear_312,7.056,159310.43083900228
matmul,linear,"[(1152, 256), (256, 512)]",12272,matmul_linear_313,7.6630267000000005,160045.59886630694
matmul,linear,"[(1280, 256), (256, 512)]",13296,matmul_linear_314,8.297883799999997,160133.6248671017
matmul,linear,"[(1408, 256), (256, 512)]",14320,matmul_linear_315,8.9180267,160473.63900917678
matmul,linear,"[(1536, 256), (256, 512)]",15344,matmul_linear_316,9.541303799999998,160716.5961553389
matmul,linear,"[(1664, 256), (256, 512)]",16368,matmul_linear_317,10.1155893,161709.6535413908
matmul,linear,"[(1792, 256), (256, 512)]",17392,matmul_linear_318,10.745437499999998,161754.7406748213
matmul,linear,"[(1920, 256), (256, 512)]",18416,matmul_linear_319,11.3397054,162302.80810116988
matmul,linear,"[(2048, 256), (256, 512)]",19440,matmul_linear_320,11.9708571,162294.38694828292
matmul,linear,"[(128, 256), (256, 640)]",2044,matmul_linear_321,2.3447052999999998,87075.13454675947
matmul,linear,"[(256, 256), (256, 640)]",4088,matmul_linear_322,3.3595802999999997,121581.86603546879
matmul,linear,"[(384, 256), (256, 640)]",6132,matmul_linear_323,4.0516786,151244.67970880022
matmul,linear,"[(512, 256), (256, 640)]",8176,matmul_linear_324,4.8054197,170041.2261659476
matmul,linear,"[(640, 256), (256, 640)]",10220,matmul_linear_325,6.096160599999999,167546.50196387546
matmul,linear,"[(768, 256), (256, 640)]",11500,matmul_linear_326,7.575267799999999,151709.81456523557
matmul,linear,"[(896, 256), (256, 640)]",12780,matmul_linear_327,8.126312600000002,157166.90110345985
matmul,linear,"[(1024, 256), (256, 640)]",14060,matmul_linear_328,8.738839299999999,160790.93204860744
matmul,linear,"[(1152, 256), (256, 640)]",15340,matmul_linear_329,9.3957679,163164.9950835844
matmul,linear,"[(1280, 256), (256, 640)]",16620,matmul_linear_330,9.940553300000001,167093.9126366336
matmul,linear,"[(1408, 256), (256, 640)]",17900,matmul_linear_331,10.5345627,169816.87751784894
matmul,linear,"[(1536, 256), (256, 640)]",19180,matmul_linear_332,11.0608301,173304.70675885346
matmul,linear,"[(1664, 256), (256, 640)]",20460,matmul_linear_333,11.7005804,174763.12046537452
matmul,linear,"[(1792, 256), (256, 640)]",21740,matmul_linear_334,12.286616,176840.50176224273
matmul,linear,"[(1920, 256), (256, 640)]",23020,matmul_linear_335,12.9338303,177882.85168470163
matmul,linear,"[(2048, 256), (256, 640)]",24300,matmul_linear_336,13.484151699999998,180111.55902599348
matmul,linear,"[(128, 256), (256, 768)]",2300,matmul_linear_337,2.5205805000000003,91148.82145204248
matmul,linear,"[(256, 256), (256, 768)]",4600,matmul_linear_338,3.5791787999999998,128421.100985511
matmul,linear,"[(384, 256), (256, 768)]",6900,matmul_linear_339,4.4152589,156176.22651980838
matmul,linear,"[(512, 256), (256, 768)]",9200,matmul_linear_340,5.2857144,173954.05029072321
matmul,linear,"[(640, 256), (256, 768)]",11500,matmul_linear_341,6.161285899999999,186549.3486367838
matmul,linear,"[(768, 256), (256, 768)]",13800,matmul_linear_342,7.5961517,181570.93740373827
matmul,linear,"[(896, 256), (256, 768)]",15336,matmul_linear_343,8.383142800000002,182838.55139864728
matmul,linear,"[(1024, 256), (256, 768)]",16872,matmul_linear_344,9.2124286,183043.88889809142
matmul,linear,"[(1152, 256), (256, 768)]",18408,matmul_linear_345,10.0007052,183967.01959377824
matmul,linear,"[(1280, 256), (256, 768)]",19944,matmul_linear_346,10.820848100000001,184210.8767047566
matmul,linear,"[(1408, 256), (256, 768)]",21480,matmul_linear_347,11.665714300000001,184029.31645342967
matmul,linear,"[(1536, 256), (256, 768)]",23016,matmul_linear_348,12.457446299999999,184656.96740510938
matmul,linear,"[(1664, 256), (256, 768)]",24552,matmul_linear_349,13.2777233,184811.21892862458
matmul,linear,"[(1792, 256), (256, 768)]",26088,matmul_linear_350,14.390276799999999,181189.07708015735
matmul,linear,"[(1920, 256), (256, 768)]",27624,matmul_linear_351,15.147884100000002,182262.10296855913
matmul,linear,"[(2048, 256), (256, 768)]",29160,matmul_linear_352,16.0249999,181865.67976265633
matmul,linear,"[(128, 256), (256, 896)]",2556,matmul_linear_353,2.7204021000000003,93856.69853364692
matmul,linear,"[(256, 256), (256, 896)]",5112,matmul_linear_354,4.228607200000001,120790.86922048469
matmul,linear,"[(384, 256), (256, 896)]",7668,matmul_linear_355,5.2271518,146595.56755554717
matmul,linear,"[(512, 256), (256, 896)]",10224,matmul_linear_356,6.162321400000001,165811.50211671853
matmul,linear,"[(640, 256), (256, 896)]",12780,matmul_linear_357,7.143142899999999,178812.84241282643
matmul,linear,"[(768, 256), (256, 896)]",15336,matmul_linear_358,8.0998214,189237.50810851212
matmul,linear,"[(896, 256), (256, 896)]",17892,matmul_linear_359,10.7058929,167022.91227946058
matmul,linear,"[(1024, 256), (256, 896)]",19684,matmul_linear_360,11.539276800000001,170482.6139814932
matmul,linear,"[(1152, 256), (256, 896)]",21476,matmul_linear_361,12.2685359,174949.41237527784
matmul,linear,"[(1280, 256), (256, 896)]",23268,matmul_linear_362,13.134446399999998,177052.49879127
matmul,linear,"[(1408, 256), (256, 896)]",25060,matmul_linear_363,13.840723,180959.90561331224
matmul,linear,"[(1536, 256), (256, 896)]",26852,matmul_linear_364,15.9333123,168427.41912301563
matmul,linear,"[(1664, 256), (256, 896)]",28644,matmul_linear_365,15.435874899999998,185467.71278316076
matmul,linear,"[(1792, 256), (256, 896)]",30436,matmul_linear_366,16.194991199999997,187834.64981938372
matmul,linear,"[(1920, 256), (256, 896)]",32228,matmul_linear_367,18.1497321,177467.3592449334
matmul,linear,"[(2048, 256), (256, 896)]",34020,matmul_linear_368,19.039276499999996,178583.2603644367
matmul,linear,"[(128, 256), (256, 1024)]",2812,matmul_linear_369,2.7005714999999997,104026.10812192902
matmul,linear,"[(256, 256), (256, 1024)]",5624,matmul_linear_370,4.498393,124922.4246747672
matmul,linear,"[(384, 256), (256, 1024)]",8436,matmul_linear_371,5.5765804,151175.50209802407
matmul,linear,"[(512, 256), (256, 1024)]",11248,matmul_linear_372,6.6860089,168131.90289202277
matmul,linear,"[(640, 256), (256, 1024)]",14060,matmul_linear_373,7.719866000000001,182027.5136122829
matmul,linear,"[(768, 256), (256, 1024)]",16872,matmul_linear_374,10.364018000000002,162694.00518216004
matmul,linear,"[(896, 256), (256, 1024)]",19684,matmul_linear_375,11.7714283,167118.450457707
matmul,linear,"[(1024, 256), (256, 1024)]",22496,matmul_linear_376,11.2647054,199603.40280714308
matmul,linear,"[(1152, 256), (256, 1024)]",24544,matmul_linear_377,12.3218663,199090.60475441127
matmul,linear,"[(1280, 256), (256, 1024)]",26592,matmul_linear_378,13.2633929,200391.685653073
matmul,linear,"[(1408, 256), (256, 1024)]",28640,matmul_linear_379,14.928312599999998,191750.21621264817
matmul,linear,"[(1536, 256), (256, 1024)]",30688,matmul_linear_380,15.760723200000001,194611.87718086437
matmul,linear,"[(1664, 256), (256, 1024)]",32736,matmul_linear_381,16.9300268,193260.59172688375
matmul,linear,"[(1792, 256), (256, 1024)]",34784,matmul_linear_382,17.7808481,195526.21425240114
matmul,linear,"[(1920, 256), (256, 1024)]",36832,matmul_linear_383,18.6315716,197585.95366372634
matmul,linear,"[(2048, 256), (256, 1024)]",38880,matmul_linear_384,20.3003127,191424.14336947628
matmul,linear,"[(128, 256), (256, 1152)]",3068,matmul_linear_385,3.3348661,91897.69669912683
matmul,linear,"[(256, 256), (256, 1152)]",6136,matmul_linear_386,5.1742678,118486.82691297888
matmul,linear,"[(384, 256), (256, 1152)]",9204,matmul_linear_387,6.3723128,144337.3540482821
matmul,linear,"[(512, 256), (256, 1152)]",12272,matmul_linear_388,7.556169499999998,162310.33237806542
matmul,linear,"[(640, 256), (256, 1152)]",15340,matmul_linear_389,8.720437500000001,175808.60550287756
matmul,linear,"[(768, 256), (256, 1152)]",18408,matmul_linear_390,9.950553500000002,184894.73421252394
matmul,linear,"[(896, 256), (256, 1152)]",21476,matmul_linear_391,12.1275447,176984.48438042038
matmul,linear,"[(1024, 256), (256, 1152)]",24544,matmul_linear_392,13.1274106,186867.5654085201
matmul,linear,"[(1152, 256), (256, 1152)]",27612,matmul_linear_393,15.1901605,181675.56451757046
matmul,linear,"[(1280, 256), (256, 1152)]",29916,matmul_linear_394,16.0645984,186123.1426837287
matmul,linear,"[(1408, 256), (256, 1152)]",32220,matmul_linear_395,17.143982200000004,187837.66596421218
matmul,linear,"[(1536, 256), (256, 1152)]",34524,matmul_linear_396,19.8543927,173785.95320772516
matmul,linear,"[(1664, 256), (256, 1152)]",36828,matmul_linear_397,20.7777054,177147.6762520658
matmul,linear,"[(1792, 256), (256, 1152)]",39132,matmul_linear_398,23.294169599999996,167890.53442111114
matmul,linear,"[(1920, 256), (256, 1152)]",41436,matmul_linear_399,22.425544700000003,184671.43166114486
matmul,linear,"[(2048, 256), (256, 1152)]",43740,matmul_linear_400,25.2176964,173349.62563670168
matmul,linear,"[(128, 256), (256, 1280)]",3324,matmul_linear_401,3.4132947000000002,97283.91472614421
matmul,linear,"[(256, 256), (256, 1280)]",6648,matmul_linear_402,5.393312300000001,123163.7687233502
matmul,linear,"[(384, 256), (256, 1280)]",9972,matmul_linear_403,6.6742767,149309.4483676411
matmul,linear,"[(512, 256), (256, 1280)]",13296,matmul_linear_404,7.984276600000001,166427.2969125343
matmul,linear,"[(640, 256), (256, 1280)]",16620,matmul_linear_405,9.258856999999999,179403.79836301607
matmul,linear,"[(768, 256), (256, 1280)]",19944,matmul_linear_406,11.8824376,167744.34870501654
matmul,linear,"[(896, 256), (256, 1280)]",23268,matmul_linear_407,12.981696399999999,179136.97553117946
matmul,linear,"[(1024, 256), (256, 1280)]",26592,matmul_linear_408,14.0920086,188602.69494442403
matmul,linear,"[(1152, 256), (256, 1280)]",29916,matmul_linear_409,15.2601428,195940.10520792764
matmul,linear,"[(1280, 256), (256, 1280)]",33240,matmul_linear_410,15.7498481,210949.65450428694
matmul,linear,"[(1408, 256), (256, 1280)]",35800,matmul_linear_411,17.7221518,201907.07230145723
matmul,linear,"[(1536, 256), (256, 1280)]",38360,matmul_linear_412,18.7612946,204363.5022148205
matmul,linear,"[(1664, 256), (256, 1280)]",40920,matmul_linear_413,20.7412947,197187.5878379955
matmul,linear,"[(1792, 256), (256, 1280)]",43480,matmul_linear_414,21.0128842,206820.6663214753
matmul,linear,"[(1920, 256), (256, 1280)]",46040,matmul_linear_415,22.1489554,207765.33345947324
matmul,linear,"[(2048, 256), (256, 1280)]",48600,matmul_linear_416,24.0328751,202122.9957829723
matmul,linear,"[(128, 256), (256, 1408)]",3580,matmul_linear_417,3.6395536,98263.71141779584
matmul,linear,"[(256, 256), (256, 1408)]",7160,matmul_linear_418,6.0448482,118347.97028980812
matmul,linear,"[(384, 256), (256, 1408)]",10740,matmul_linear_419,7.5035624,143032.01420168107
matmul,linear,"[(512, 256), (256, 1408)]",14320,matmul_linear_420,8.8897321,160984.7193021711
matmul,linear,"[(640, 256), (256, 1408)]",17900,matmul_linear_421,10.3598751,172682.0058371167
matmul,linear,"[(768, 256), (256, 1408)]",21480,matmul_linear_422,13.1791427,162884.80477034368
matmul,linear,"[(896, 256), (256, 1408)]",25060,matmul_linear_423,14.4291247,173576.50859653324
matmul,linear,"[(1024, 256), (256, 1408)]",28640,matmul_linear_424,15.521740799999998,184415.38631543188
matmul,linear,"[(1152, 256), (256, 1408)]",32220,matmul_linear_425,16.7972946,191716.60360948837
matmul,linear,"[(1280, 256), (256, 1408)]",35800,matmul_linear_426,17.962696700000002,199201.9233019728
matmul,linear,"[(1408, 256), (256, 1408)]",39380,matmul_linear_427,24.705723,159296.2662011551
matmul,linear,"[(1536, 256), (256, 1408)]",42196,matmul_linear_428,23.533178499999998,179204.29584766887
matmul,linear,"[(1664, 256), (256, 1408)]",45012,matmul_linear_429,26.826009,167692.38387640892
matmul,linear,"[(1792, 256), (256, 1408)]",47828,matmul_linear_430,27.8699999,171511.05192540743
matmul,linear,"[(1920, 256), (256, 1408)]",50644,matmul_linear_431,26.8658751,188406.7946288487
matmul,linear,"[(2048, 256), (256, 1408)]",53460,matmul_linear_432,30.212294599999996,176847.8310329994
matmul,linear,"[(128, 256), (256, 1536)]",3836,matmul_linear_433,3.6289733999999996,105604.825502441
matmul,linear,"[(256, 256), (256, 1536)]",7672,matmul_linear_434,5.2922947,144865.4721608757
matmul,linear,"[(384, 256), (256, 1536)]",11508,matmul_linear_435,7.7355803,148667.11964324125
matmul,linear,"[(512, 256), (256, 1536)]",15344,matmul_linear_436,9.468830200000001,161947.47234774576
matmul,linear,"[(640, 256), (256, 1536)]",19180,matmul_linear_437,11.2371519,170583.8189132248
matmul,linear,"[(768, 256), (256, 1536)]",23016,matmul_linear_438,12.965580300000003,177416.15791543087
matmul,linear,"[(896, 256), (256, 1536)]",26852,matmul_linear_439,16.241589299999998,165228.6479790497
matmul,linear,"[(1024, 256), (256, 1536)]",30688,matmul_linear_440,18.305428400000004,167544.26010374055
matmul,linear,"[(1152, 256), (256, 1536)]",34524,matmul_linear_441,20.1458482,171270.29752859948
matmul,linear,"[(1280, 256), (256, 1536)]",38360,matmul_linear_442,22.127732100000003,173257.12411304907
matmul,linear,"[(1408, 256), (256, 1536)]",42196,matmul_linear_443,24.0428482,175403.3332531709
matmul,linear,"[(1536, 256), (256, 1536)]",46032,matmul_linear_444,21.7164196,211868.64330250834
matmul,linear,"[(1664, 256), (256, 1536)]",49104,matmul_linear_445,24.143009,203288.06981350173
matmul,linear,"[(1792, 256), (256, 1536)]",52176,matmul_linear_446,25.364821600000003,205602.2155440667
matmul,linear,"[(1920, 256), (256, 1536)]",55248,matmul_linear_447,26.728267799999998,206602.50842069162
matmul,linear,"[(2048, 256), (256, 1536)]",58320,matmul_linear_448,28.0259732,207992.68453878348
matmul,linear,"[(128, 256), (256, 1664)]",4092,matmul_linear_449,4.260446499999999,95946.2712065508
matmul,linear,"[(256, 256), (256, 1664)]",8184,matmul_linear_450,6.9643037,117413.54266758928
matmul,linear,"[(384, 256), (256, 1664)]",12276,matmul_linear_451,8.6171073,142360.8000413317
matmul,linear,"[(512, 256), (256, 1664)]",16368,matmul_linear_452,10.2713212,159256.32506556218
matmul,linear,"[(640, 256), (256, 1664)]",20460,matmul_linear_453,13.8544196,147578.5068643366
matmul,linear,"[(768, 256), (256, 1664)]",24552,matmul_linear_454,15.1941071,161488.96234185423
matmul,linear,"[(896, 256), (256, 1664)]",28644,matmul_linear_455,16.6615715,171816.5566105214
matmul,linear,"[(1024, 256), (256, 1664)]",32736,matmul_linear_456,18.0051337,181714.8120721814
matmul,linear,"[(1152, 256), (256, 1664)]",36828,matmul_linear_457,19.4275893,189465.46502658463
matmul,linear,"[(1280, 256), (256, 1664)]",40920,matmul_linear_458,20.7582858,197026.1037363692
matmul,linear,"[(1408, 256), (256, 1664)]",45012,matmul_linear_459,22.181464199999997,202826.1891557186
matmul,linear,"[(1536, 256), (256, 1664)]",49104,matmul_linear_460,23.5928841,208030.55238125808
